Time,S_Up_var_CST,S_Up_var_Coal,S_Up_var_Wind,S_Up_var_Gas,Status_var_CST,Status_var_Coal,Status_var_Wind,Status_var_Gas,S_Down_var_CST,S_Down_var_Coal,S_Down_var_Wind,S_Down_var_Gas,Pwr_Gen_var_CST,Pwr_Gen_var_Coal,Pwr_Gen_var_Wind,Pwr_Gen_var_Gas,Angle_bus_var_System,unserved_demand_System,Pwr_curtailed_CST,Pwr_curtailed_Wind,Objective_Subhorizon_1,Fixed_Cost_Subhorizon_1,Startup_Cost_Subhorizon_1,Shutdown_Cost_Subhorizon_1,Variable_Cost_Subhorizon_1,Unserved_Demand_Cost_Subhorizon_1,Objective_Subhorizon_2,Fixed_Cost_Subhorizon_2,Startup_Cost_Subhorizon_2,Shutdown_Cost_Subhorizon_2,Variable_Cost_Subhorizon_2,Unserved_Demand_Cost_Subhorizon_2,Objective_Subhorizon_3,Fixed_Cost_Subhorizon_3,Startup_Cost_Subhorizon_3,Shutdown_Cost_Subhorizon_3,Variable_Cost_Subhorizon_3,Unserved_Demand_Cost_Subhorizon_3
64,-0.0,-0.0,-0.0,1.0,-0.0,8.0,-0.0,3.0,-0.0,-0.0,-0.0,-0.0,0.0,23550.642256765394,232.5075,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,-0.0,-0.0,-0.0,3.0,-0.0,8.0,-0.0,6.0,-0.0,-0.0,-0.0,-0.0,0.0,22857.261071318368,590.325,4339.928291400229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,-0.0,-0.0,-0.0,2.0,-0.0,8.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,0.0,21215.300157160134,504.0075,8939.928291400229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,-0.0,-0.0,-0.0,-0.0,-0.0,7.0,-0.0,8.0,-0.0,1.0,-0.0,0.0,6163.64375,19535.300157160134,145.0425,5278.210171005034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,-0.0,-0.0,-0.0,-0.0,-0.0,7.0,-0.0,1.0,-0.0,-0.0,-0.0,7.0,12379.24375,16775.300157160134,51.585,676.416031322904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,-0.0,-0.0,-0.0,-0.0,-0.0,7.0,-0.0,1.0,-0.0,0.0,-0.0,-0.0,12135.34375,15305.300157160134,145.4025,1042.962887522459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,-0.0,-0.0,-0.0,-0.0,-0.0,6.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,12315.625,13835.300157160134,110.7075,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,-0.0,-0.0,-0.0,1.0,-0.0,4.0,-0.0,2.0,-0.0,2.0,-0.0,-0.0,12345.3875,11439.628828465566,44.677499999999995,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,-0.0,-0.0,-0.0,0.0,-0.0,4.0,-0.0,2.0,-0.0,0.0,-0.0,0.0,12088.80625,10173.099585865135,38.415,1340.2466634606353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,-0.0,-0.0,-0.0,-0.0,-0.0,4.0,-0.0,1.0,-0.0,0.0,-0.0,1.0,11832.2625,9333.099585865135,34.755,1318.7078180563658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,-0.0,-0.0,-0.0,-0.0,-0.0,4.0,-0.0,1.0,-0.0,0.0,-0.0,0.0,11865.993750000001,8493.099585865135,49.1325,961.1684337540373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,-0.0,-0.0,-0.0,-0.0,-0.0,4.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,11833.03125,7653.099585865135,205.0875,744.3780029578156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,-0.0,-0.0,-0.0,-0.0,-0.0,4.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,11863.09375,6813.099585865135,630.3225000000001,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,-0.0,-0.0,-0.0,0.0,-0.0,4.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,11859.7625,6519.904272921048,880.02,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,-0.0,2.0,-0.0,5.0,-0.0,6.0,-0.0,6.0,-0.0,-0.0,-0.0,-0.0,5744.931250000001,10359.904272921049,1362.68248096378,3408.2983381259073,0.0,0.0,0.0,7.867519036220074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,-0.0,2.0,-0.0,-0.0,-0.0,8.0,-0.0,6.0,-0.0,-0.0,-0.0,-0.0,0.0,14619.904272921049,1954.5225000000003,7008.298338125907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,6.0,-0.0,-0.0,-0.0,-0.0,0.0,16299.904272921049,2190.96,7948.059413956176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,-0.0,0.0,-0.0,-0.0,-0.0,8.0,-0.0,6.0,-0.0,-0.0,-0.0,-0.0,0.0,17979.90427292105,2833.6275,7014.916222109419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,6.0,-0.0,-0.0,-0.0,-0.0,0.0,19659.90427292105,1846.1325000000002,5587.8817008570695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,3.0,-0.0,-0.0,-0.0,3.0,0.0,21178.381433056107,2347.2075000000004,1987.8817008570695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,1.0,-0.0,-0.0,-0.0,2.0,0.0,19806.70229723819,3819.0749999999994,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,18133.32286500389,5002.7474999999995,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,18174.67826724534,4948.0199999999995,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,18395.61301513145,5216.4675,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,-0.0,0.0,-0.0,0.0,-0.0,8.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,20075.61301513145,4550.6775,637.8354031544513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,-0.0,-0.0,-0.0,0.0,-0.0,8.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,21178.067082471283,5206.867499999999,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,-0.0,-0.0,-0.0,1.0,-0.0,8.0,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,0.0,22325.526475023988,6716.4675,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,-0.0,-0.0,-0.0,0.0,-0.0,8.0,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,0.0,21465.033266669398,7757.242499999999,1450.180185973607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,0.0,20941.466909280945,5736.6975,2650.1801859736115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,2.0,-0.0,-0.0,-0.0,0.0,0.0,19261.466909280945,7207.455,2075.897159121505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,-0.0,-0.0,-0.0,-0.0,-0.0,7.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,0.0,17581.466909280945,8108.91,1145.9449393262475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,-0.0,-0.0,-0.0,-0.0,-0.0,7.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,14821.466909280944,9400.80362466235,645.9449393262477,0.0,0.0,0.0,51.27387533765068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,-0.0,-0.0,-0.0,-0.0,-0.0,6.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,0.0,13351.466909280944,9777.0525,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,-0.0,3.0,-0.0,4.0,-0.0,4.0,-0.0,5.0,-0.0,1.0,-0.0,-0.0,0.0,8273.90350151969,11428.515,2699.3898346404094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.462243382963134e7,42800.0,930000.0,93000.0,4.3508609340346724e7,0.0
98,-0.0,-0.0,-0.0,-0.0,-0.0,4.0,-0.0,4.0,-0.0,-0.0,-0.0,1.0,0.0,6615.233641689616,12633.4125,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,-0.0,-0.0,-0.0,-0.0,-0.0,3.0,-0.0,1.0,-0.0,1.0,-0.0,3.0,0.0,6522.228522789359,13308.682499999999,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,-0.0,-0.0,-0.0,-0.0,-0.0,3.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,5839.433077111291,13346.189999999999,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,-0.0,-0.0,-0.0,-0.0,-0.0,3.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,5550.311542283116,13616.115,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,-0.0,1.0,-0.0,0.0,-0.0,4.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,6522.517039697443,13683.57,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,-0.0,1.0,-0.0,-0.0,-0.0,5.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,8862.517039697443,13715.1825,848.6433410180562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,-0.0,1.0,-0.0,1.0,-0.0,6.0,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,0.0,11412.517039697443,13094.1525,1656.5405923981016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,2.0,-0.0,1.0,-0.0,0.0,0.0,12334.071094553132,12791.115,1971.6834796029461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,-0.0,-0.0,-0.0,-0.0,-0.0,4.0,-0.0,2.0,-0.0,1.0,-0.0,-0.0,0.0,9994.071094553135,13463.7375,1963.4797813937957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,-0.0,-0.0,-0.0,-0.0,-0.0,4.0,-0.0,2.0,-0.0,-0.0,-0.0,0.0,0.0,7864.071094553138,13751.009999999998,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,-0.0,-0.0,-0.0,-0.0,-0.0,4.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.0,0.0,7333.465677139751,13547.7825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,-0.0,-0.0,-0.0,1.0,-0.0,4.0,-0.0,1.0,-0.0,0.0,-0.0,-0.0,0.0,6493.46567713975,12992.388521430741,500.0,0.0,0.0,0.0,96.0489785692589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,-0.0,-0.0,-0.0,0.0,-0.0,4.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,6246.8666631748765,13259.812499999998,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,-0.0,-0.0,-0.0,-0.0,-0.0,4.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,6568.839487733925,13771.612500000001,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,-0.0,-0.0,-0.0,4.0,-0.0,4.0,-0.0,5.0,-0.0,-0.0,-0.0,-0.0,0.0,6176.4721964092405,13397.8125,2923.855427429573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,-0.0,0.0,-0.0,-0.0,-0.0,4.0,-0.0,5.0,-0.0,-0.0,-0.0,-0.0,0.0,6839.999999999996,12334.0575,5923.855427429573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,-0.0,-0.0,-0.0,-0.0,-0.0,2.0,-0.0,5.0,-0.0,2.0,-0.0,-0.0,6145.58125,6000.0,12396.622500000001,3787.999921050381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,-0.0,-0.0,-0.0,-0.0,-0.0,2.0,-0.0,1.0,-0.0,-0.0,-0.0,4.0,12314.36875,3031.567916827309,12976.162499999999,787.9999210503811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,-0.0,-0.0,-0.0,-0.0,-0.0,2.0,-0.0,1.0,-0.0,0.0,-0.0,-0.0,12325.725,3451.567916827309,11872.6575,814.3701749026877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,-0.0,0.0,-0.0,1.0,-0.0,2.0,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,12346.0875,3871.567916827309,10085.0325,1439.7720838991772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,-0.0,-0.0,-0.0,-0.0,-0.0,2.0,-0.0,2.0,-0.0,-0.0,-0.0,0.0,12311.69375,4291.567916827305,8405.37,1022.8639089052631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,-0.0,-0.0,-0.0,-0.0,-0.0,2.0,-0.0,1.0,-0.0,0.0,-0.0,1.0,12263.481249999999,3983.9035015197055,7128.0525,961.406647533981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,-0.0,-0.0,-0.0,-0.0,-0.0,2.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,12343.143750000001,3563.9035015197055,6777.375000000001,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
