Time,S_Up_var_CST,S_Up_var_Coal,S_Up_var_Wind,S_Up_var_Gas,Status_var_CST,Status_var_Coal,Status_var_Wind,Status_var_Gas,S_Down_var_CST,S_Down_var_Coal,S_Down_var_Wind,S_Down_var_Gas,Pwr_Gen_var_CST,Pwr_Gen_var_Coal,Pwr_Gen_var_Wind,Pwr_Gen_var_Gas,Angle_bus_var_System,P_chrg_PV Battery,P_dischrg_PV Battery,SOC_PV Battery,U_bin_PV Battery,unserved_demand_System,Pwr_curtailed_CST,Pwr_curtailed_Wind,Objective_Subhorizon_1,Fixed_Cost_Subhorizon_1,Startup_Cost_Subhorizon_1,Shutdown_Cost_Subhorizon_1,Variable_Cost_Subhorizon_1,Unserved_Demand_Cost_Subhorizon_1,Objective_Subhorizon_2,Fixed_Cost_Subhorizon_2,Startup_Cost_Subhorizon_2,Shutdown_Cost_Subhorizon_2,Variable_Cost_Subhorizon_2,Unserved_Demand_Cost_Subhorizon_2,Objective_Subhorizon_3,Fixed_Cost_Subhorizon_3,Startup_Cost_Subhorizon_3,Shutdown_Cost_Subhorizon_3,Variable_Cost_Subhorizon_3,Unserved_Demand_Cost_Subhorizon_3
51,-0.0,-0.0,-0.0,-0.0,-0.0,6.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,7390.88125,12502.40216641951,1393.3125,499.99999999998727,0.0,1910.3132632996421,0.0,3341.48073499178,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,-0.0,-0.0,-0.0,-0.0,-0.0,6.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,7378.075000000001,13762.40216641951,985.9875,499.99999999998727,0.0,3150.3896558164747,0.0,6019.311942435778,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,-0.0,-0.0,-0.0,-0.0,-0.0,6.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,7384.79375,15022.402166419508,880.5225,500.0,0.0,4217.338544600667,0.0,9604.049705346344,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,-0.0,0.0,-0.0,-0.0,-0.0,6.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,3684.0249999999996,16282.402166419506,759.945,500.0,0.0,465.82387606312454,0.0,10000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,-0.0,2.0,-0.0,2.0,-0.0,8.0,-0.0,3.0,-0.0,-0.0,-0.0,-0.0,0.0,20542.402166419506,900.6825,1852.8948607360944,0.0,0.0,0.0,10000.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,3.0,-0.0,-0.0,-0.0,-0.0,0.0,22222.402166419506,996.9075000000001,2840.7061411046343,0.0,0.0,0.0,10000.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,3.0,-0.0,-0.0,-0.0,-0.0,0.0,23902.402166419506,564.84,1500.0,0.0,0.0,1355.3834016073306,8405.431292226669,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,3.0,-0.0,-0.0,-0.0,-0.0,0.0,23999.999999999996,146.22,1499.999999999969,0.0,0.0,426.7323054579422,7903.3932858055605,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,3.0,-0.0,-0.0,-0.0,0.0,0.0,23421.59454671707,63.0075,1500.0,0.0,0.0,0.0,7903.3932858055605,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,2.0,-0.0,-0.0,-0.0,1.0,0.0,22738.31464333456,38.722500000000004,1000.0,0.0,0.0,0.0,7903.3932858055605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,0.0,21960.827174767353,56.67,1000.0,0.0,0.0,0.0,7903.3932858055605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,0.0,21954.800614451357,96.6375,1000.0,0.0,0.0,0.0,7903.3932858055605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,0.0,22664.63738710266,150.57,1000.0,0.0,0.0,0.0,7903.3932858055605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,-0.0,-0.0,-0.0,1.0,-0.0,8.0,-0.0,3.0,-0.0,-0.0,-0.0,-0.0,0.0,23550.642256448045,232.5075,1500.0,0.0,0.0,0.0,7903.3932858055605,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,-0.0,-0.0,-0.0,1.0,-0.0,8.0,-0.0,4.0,-0.0,-0.0,-0.0,-0.0,0.0,23707.124303920296,590.325,3490.0650590110536,0.0,0.0,0.0,7903.3932858055605,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,4.0,-0.0,-0.0,-0.0,-0.0,0.0,22027.12430392019,504.0075,4592.245908710309,0.0,0.0,3535.858235619165,3743.560067430072,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,-0.0,-0.0,-0.0,-0.0,-0.0,7.0,-0.0,4.0,-0.0,1.0,-0.0,-0.0,6163.64375,20347.12430392019,145.0425,2192.245908710309,0.0,0.0,2274.1401131347993,1068.1011108008965,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,-0.0,-0.0,-0.0,-0.0,-0.0,7.0,-0.0,1.0,-0.0,0.0,-0.0,3.0,12379.24375,17587.12430391978,51.585,500.0,0.0,635.4081199499851,0.0,1608.1980127583838,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,-0.0,-0.0,-0.0,-0.0,-0.0,6.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,12135.34375,16117.124303919778,145.4025,499.9999999999818,0.0,268.8612595882096,0.0,1836.730083408362,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,12315.625,13567.124303919778,110.7075,500.0,0.0,0.0,268.175852964609,1521.2290799205866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,1.0,-0.0,0.0,-0.0,-0.0,12345.3875,11939.62882866529,44.677499999999995,499.9999999999891,0.0,0.0,0.0,1521.2290799205866,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,12088.80625,11013.346249545606,38.415,500.0,0.0,0.0,0.0,1521.2290799205866,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,11832.2625,10004.268019978736,34.755,499.9999999999891,0.0,0.0,147.5393834938568,1347.6533346336962,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,11865.993750000001,8954.268019978736,49.1325,500.0,0.0,0.0,0.0,1347.6533346336962,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,11833.03125,9419.904273148743,205.0875,500.0,0.0,1522.4266841645604,0.0,2641.7160161735724,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,11863.09375,10469.904273148743,630.3225000000001,500.0,0.0,3656.8046868546207,0.0,5750.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,11859.7625,11519.904273148743,880.02,500.0,0.0,5000.0,0.0,10000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,5744.931250000001,12569.904273148743,1370.5500000000002,1099.586493152667,0.0,0.0,90.84432549101602,9893.124322951746,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,-0.0,3.0,-0.0,1.0,-0.0,8.0,-0.0,2.0,-0.0,0.0,-0.0,-0.0,0.0,18119.904273148743,1954.5225000000003,1500.0,0.0,0.0,2008.2983378909703,7530.420396021193,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,-0.0,-0.0,-0.0,0.0,-0.0,8.0,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,0.0,19799.904273148743,2190.96,1500.0,0.0,0.0,2948.0594138918896,4062.1152032072046,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,-0.0,-0.0,-0.0,0.0,-0.0,8.0,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,0.0,21479.904273148743,2833.6275,1500.0,0.0,0.0,2014.9162219743084,1691.6255302962536,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,-0.0,-0.0,-0.0,1.0,-0.0,8.0,-0.0,3.0,-0.0,-0.0,-0.0,-0.0,0.0,23159.904273148743,1846.1325000000002,1500.0,0.0,0.0,587.8817007518155,1000.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,-0.0,-0.0,-0.0,0.0,-0.0,8.0,-0.0,2.0,-0.0,-0.0,-0.0,1.0,0.0,22166.263133509743,2347.2075000000004,1000.0,0.0,0.0,0.0,1000.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,0.0,20486.263133509743,3819.0749999999994,500.0,0.0,679.5608362705134,0.0,1577.6267108299362,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,18806.263133509743,5002.7474999999995,499.99999999998545,0.0,672.9402680895473,0.0,2149.6259387060513,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,18174.678267312785,4948.0199999999995,500.0,0.0,0.0,0.0,2149.6259387060513,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,18533.448418335967,5216.4675,500.0,0.0,137.83540334841018,0.0,2266.7860315522,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,20213.448418335967,4550.6775,500.0,0.0,0.0,0.0,2266.7860315522,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,-0.0,-0.0,-0.0,0.0,-0.0,8.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,21678.0670830173,5206.867499999999,500.0,0.0,0.0,0.0,2266.7860315522,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,-0.0,-0.0,-0.0,1.0,-0.0,8.0,-0.0,2.0,-0.0,0.0,-0.0,-0.0,0.0,22325.526473999776,6716.4675,1000.0,0.0,0.0,0.0,2266.7860315522,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,-0.0,-0.0,-0.0,0.0,-0.0,8.0,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,0.0,21915.21345521365,7757.242499999999,1000.0,0.0,0.0,0.0,2266.7860315522,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,0.0,21587.411848232754,5736.6975,1778.7096713184765,0.0,0.0,225.5255780512705,2001.461822080117,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,1.0,-0.0,0.0,-0.0,1.0,0.0,19907.411848232754,7207.455,578.7096713184765,0.0,0.0,851.2425487680994,1000.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,-0.0,-0.0,-0.0,-0.0,-0.0,7.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,0.0,18227.411848232754,8108.91,500.0,0.0,0.0,0.0,1000.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,-0.0,-0.0,-0.0,-0.0,-0.0,6.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,0.0,15467.411848232754,9452.077500000001,499.99999999998545,0.0,551.2738744548387,0.0,1468.582793286613,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,0.0,12917.411848232754,9777.0525,535.7596862659079,0.0,0.0,398.295374293621,1000.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,-0.0,4.0,-0.0,0.0,-0.0,6.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,9983.90350156587,11428.515,989.3898350941308,0.0,0.0,0.0,1000.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38872621397266e7,47400.0,400000.0,43000.0,4.336951721405406e7,0.0
98,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,0.0,8723.90350156587,12633.4125,499.9999999999987,0.0,608.6698597335026,0.0,1517.3693807734771,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,7500.0,13308.682499999999,500.0,0.0,977.7714770025923,0.0,2348.4751362256807,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,7500.0,13346.189999999999,499.99999999998727,0.0,1660.5669225183865,0.0,3759.957020366309,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,7776.690777471837,13616.115,500.0,0.0,2226.3792351509583,0.0,5652.37937024462,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,8826.690777471837,13683.57,500.0,0.0,2304.173737279356,0.0,7610.927046932075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,9876.690777471837,13715.1825,500.0,0.0,665.5303966275496,0.0,8176.627884065483,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,10926.690777471835,13094.1525,499.99999999997635,0.0,0.0,1642.3668550480215,6244.431584008992,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,11976.690777471835,12791.115,500.0,0.0,0.0,1829.0637968822211,4092.591822971087,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,10926.690777471833,13463.7375,499.99999999998363,0.0,0.0,530.8600982525895,3468.0505309092205,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,9876.690777471833,13751.009999999998,500.0,0.0,1512.6196828674347,0.0,4753.777261346539,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,8826.690777471833,13547.7825,499.9999999999782,0.0,1993.2250998994896,0.0,6448.018596261106,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,7776.690777471833,13088.4375,500.0,0.0,1379.274079279292,0.0,7620.401563648504,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,7500.0,13259.812499999998,499.9999999999891,0.0,1253.1333367186871,0.0,8685.564899859388,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,7550.327624159423,13771.612500000001,500.0,0.0,981.4881369496434,0.0,9519.829816266585,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,8600.327624159423,13397.8125,499.9999999999832,0.0,0.0,0.0,9519.829816266585,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,7679.999999999976,12334.0575,500.0,0.0,0.0,4583.855427069426,4127.058725596673,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,-0.0,-0.0,-0.0,-0.0,-0.0,4.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,6145.58125,6629.999999999976,12396.622500000001,500.0,0.0,0.0,2657.9999167571714,1000.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,-0.0,-0.0,-0.0,-0.0,-0.0,3.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,12314.36875,4499.999999999976,12976.162499999999,499.99999999998704,0.0,1180.4321623290523,0.0,2003.3673379796944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,-0.0,-0.0,-0.0,-0.0,-0.0,3.0,-0.0,1.0,-0.0,0.0,-0.0,-0.0,12325.725,4499.999999999969,11872.6575,500.0,0.0,734.061907882131,0.0,2627.3199596795057,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,-0.0,-0.0,-0.0,-0.0,-0.0,3.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,12346.0875,4499.999999999953,10085.0325,499.9999999999834,0.0,0.0,311.34000025750197,2261.037606435386,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,-0.0,-0.0,-0.0,-0.0,-0.0,3.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,12311.69375,4499.9999999999445,8405.37,499.9999999999834,0.0,0.0,314.43182593998813,1891.1178112118705,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
